months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,years_as_customer,total_claims
180,33,113464,2009-04-19,IN,500/1000,2000,1005.47,0,441871,FEMALE,JD,protective-serv,hiking,own-child,58100.0,-49000,2015-02-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,6435 Texas Ave,12,4,Not specified,2,3,YES,57700.0,11540.0,5770.0,40390,Jeep,Grand Cherokee,2002,N,15.0,57700.0
392,50,556415,1991-08-22,OH,100/300,2000,1108.97,0,431496,FEMALE,PhD,exec-managerial,exercise,not-in-family,68400.0,-66800,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,1248 MLK Ridge,4,1,NO,2,2,YES,108030.0,16620.0,16620.0,74790,Saab,92x,2002,N,33.0,108030.0
143,30,250249,1991-11-28,IN,100/300,500,1392.39,5000000,436499,FEMALE,High School,exec-managerial,dancing,unmarried,0.0,-65700,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,16,1,NO,2,0,YES,54300.0,10860.0,5430.0,38010,Toyota,Highlander,2010,N,12.0,54300.0
371,54,403776,2012-04-27,IN,100/300,2000,1317.97,0,469853,MALE,High School,craft-repair,movies,wife,34700.0,-81000,2015-01-18,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18,3,Not specified,1,2,Not specified,32280.0,5380.0,5380.0,21520,Ford,Fusion,2010,Y,31.0,32280.0
292,42,396002,2007-03-04,IN,250/500,1000,1588.22,0,605369,MALE,JD,machine-op-inspct,camping,other-relative,0.0,-53800,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15,3,YES,1,1,NO,84600.0,16920.0,8460.0,59220,Chevrolet,Malibu,2007,N,24.0,84600.0
165,35,976908,2012-12-31,IL,250/500,500,900.02,6000000,448466,MALE,College,craft-repair,camping,own-child,0.0,-49900,2015-02-24,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,9007 Francis Hwy,8,1,NO,1,3,YES,69700.0,6970.0,6970.0,55760,BMW,3 Series,2008,N,14.0,69700.0
158,33,509489,2013-12-21,OH,100/300,1000,1744.64,3000000,432786,MALE,JD,prof-specialty,movies,unmarried,0.0,0,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,1491 Francis Ridge,4,3,NO,0,1,NO,36400.0,3640.0,7280.0,25480,Volkswagen,Jetta,1998,N,13.0,36400.0
241,39,485295,2005-04-28,OH,250/500,1000,1260.56,0,473591,FEMALE,JD,adm-clerical,paintball,own-child,0.0,-54900,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,3659 Oak Lane,20,3,NO,0,2,YES,37520.0,4690.0,4690.0,28140,Jeep,Wrangler,2010,N,20.0,37520.0
103,33,361829,1994-09-17,OH,500/1000,2000,1021.14,0,618418,FEMALE,Masters,other-service,paintball,wife,69500.0,-47700,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,1,3,NO,2,3,Not specified,79090.0,14380.0,14380.0,50330,Dodge,RAM,2014,N,9.0,79090.0
402,54,603632,2003-08-16,OH,250/500,2000,1285.09,0,444558,MALE,JD,farming-fishing,board-games,not-in-family,48000.0,-79600,2015-02-28,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,5189 Francis Drive,19,1,NO,0,2,YES,67770.0,7530.0,15060.0,45180,Mercedes,ML350,2013,Y,34.0,67770.0
102,32,783494,2014-09-02,OH,100/300,500,1537.07,3000000,457733,MALE,JD,tech-support,chess,wife,0.0,0,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,11,1,NO,1,0,NO,47400.0,9480.0,4740.0,33180,Chevrolet,Silverado,2004,Y,8.0,47400.0
182,40,439049,2011-12-12,IN,100/300,1000,1022.42,0,466161,MALE,PhD,other-service,skydiving,husband,50000.0,-56900,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,13,1,YES,0,2,Not specified,71100.0,7110.0,14220.0,49770,Audi,A3,2008,N,15.0,71100.0
282,46,502634,1991-08-17,OH,100/300,2000,1558.86,0,450800,MALE,MD,other-service,dancing,wife,51100.0,-75100,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,2,1,Not specified,2,2,NO,69400.0,13880.0,6940.0,48580,BMW,M5,2012,N,24.0,69400.0
222,39,378588,2004-02-29,OH,500/1000,500,1757.87,0,458993,MALE,High School,transport-moving,board-games,not-in-family,71400.0,0,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,9,3,YES,2,1,Not specified,55000.0,5000.0,10000.0,40000,Saab,93,1996,Y,18.0,55000.0
415,52,794731,2015-02-22,IN,250/500,1000,973.5,0,468634,MALE,PhD,machine-op-inspct,polo,not-in-family,50400.0,0,2015-02-02,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,15,2,YES,1,3,YES,51090.0,7860.0,7860.0,35370,Toyota,Highlander,2003,N,35.0,51090.0
51,34,641934,2013-12-25,OH,500/1000,500,1430.8,0,461264,MALE,PhD,machine-op-inspct,camping,unmarried,0.0,0,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,23,1,Not specified,2,3,NO,64200.0,6420.0,19260.0,38520,Honda,Civic,2007,Y,4.0,64200.0
255,45,113516,1990-10-13,IL,500/1000,500,1192.27,0,600184,MALE,High School,sales,base-jumping,own-child,0.0,-40200,2015-01-04,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,3311 2nd Drive,16,1,NO,2,0,YES,67320.0,12240.0,12240.0,42840,Ford,Fusion,2006,N,21.0,67320.0
143,31,425631,2014-07-05,IL,250/500,500,1163.83,0,604874,MALE,Associate,protective-serv,movies,husband,37700.0,0,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,21,4,YES,2,0,Not specified,76120.0,6920.0,13840.0,55360,Audi,A5,1999,N,12.0,76120.0
130,28,542245,1991-11-25,OH,500/1000,1000,1003.15,0,462377,FEMALE,JD,farming-fishing,movies,other-relative,0.0,-38500,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,21,2,YES,2,1,NO,85020.0,13080.0,13080.0,58860,Ford,Fusion,2010,N,11.0,85020.0
242,41,512894,1990-10-02,OH,250/500,2000,1153.54,6000000,619657,MALE,Masters,protective-serv,polo,unmarried,0.0,-57000,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3,3,NO,0,1,Not specified,68090.0,12380.0,12380.0,43330,Toyota,Corolla,2009,N,20.0,68090.0
96,27,633090,2009-02-17,IL,100/300,1000,1631.1,0,437323,FEMALE,High School,priv-house-serv,exercise,wife,0.0,0,2015-01-23,Parked Car,Not Specified,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,4,1,Not specified,1,2,NO,6030.0,670.0,670.0,4690,Nissan,Pathfinder,2007,N,8.0,6030.0
180,35,464234,2005-07-17,IL,500/1000,1000,1252.48,0,432148,MALE,MD,machine-op-inspct,yachting,wife,0.0,-55800,2015-02-10,Vehicle Theft,Not Specified,Minor Damage,None,OH,Springfield,1687 3rd Lane,17,1,Not specified,1,3,NO,5100.0,1020.0,510.0,3570,Chevrolet,Malibu,2000,N,15.0,5100.0
150,30,290162,1994-03-12,IN,100/300,1000,1677.26,0,439690,MALE,College,sales,yachting,own-child,40100.0,0,2015-01-10,Vehicle Theft,Not Specified,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,7,1,YES,1,3,YES,4590.0,510.0,510.0,3570,Volkswagen,Jetta,2013,N,12.0,4590.0
463,59,638155,1994-08-03,IL,250/500,1000,979.73,0,601848,FEMALE,JD,exec-managerial,yachting,not-in-family,51700.0,0,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,1306 Andromedia St,14,2,Not specified,1,2,NO,72400.0,7240.0,14480.0,50680,Chevrolet,Tahoe,1999,Y,39.0,72400.0
472,64,911429,2012-08-25,IN,250/500,500,989.24,0,615821,MALE,Masters,other-service,skydiving,not-in-family,0.0,0,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,13,1,NO,2,3,NO,70900.0,14180.0,7090.0,49630,Mercedes,ML350,2002,N,39.0,70900.0
75,25,106186,2011-12-02,IL,500/1000,1000,1389.86,0,472475,FEMALE,Associate,priv-house-serv,hiking,husband,0.0,0,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,5985 Lincoln Lane,23,2,Not specified,2,3,YES,65100.0,6510.0,6510.0,52080,Saab,93,2011,N,6.0,65100.0
193,40,311783,2005-02-25,OH,100/300,500,1233.85,0,457463,FEMALE,College,handlers-cleaners,chess,husband,0.0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,3706 4th Hwy,23,3,Not specified,2,1,YES,64260.0,0.0,14280.0,49980,Ford,Escape,1999,N,16.0,64260.0
43,43,528385,1997-11-07,IL,500/1000,500,1320.39,0,604861,FEMALE,Associate,armed-forces,yachting,not-in-family,0.0,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,6603 Francis Hwy,16,1,Not specified,2,1,Not specified,79970.0,7270.0,21810.0,50890,Honda,CRV,1996,Y,4.0,79970.0
253,41,228403,2004-04-20,IN,100/300,1000,1435.09,0,471519,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,36600.0,0,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,7069 4th Hwy,17,1,NO,2,0,Not specified,56610.0,6290.0,6290.0,44030,Chevrolet,Tahoe,1995,N,21.0,56610.0
152,30,209177,2009-11-17,IN,500/1000,500,1448.54,0,618682,FEMALE,JD,craft-repair,polo,wife,58600.0,0,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,5093 Flute Lane,9,1,YES,1,1,Not specified,84590.0,7690.0,7690.0,69210,Toyota,Highlander,2000,Y,13.0,84590.0
160,38,497929,2009-09-19,OH,250/500,500,1733.56,0,441425,MALE,High School,sales,sleeping,wife,0.0,-43800,2015-01-09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,5894 Flute Drive,13,3,NO,2,1,YES,66780.0,7420.0,14840.0,44520,Mercedes,ML350,1996,N,13.0,66780.0
56,36,735844,2009-11-08,IN,100/300,500,1533.07,0,609336,MALE,JD,farming-fishing,exercise,own-child,0.0,-28800,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,8459 Apache Ave,13,1,YES,1,2,YES,58500.0,0.0,6500.0,52000,Ford,Escape,2001,N,5.0,58500.0
286,41,710741,2001-09-12,IL,100/300,500,1106.77,0,603320,FEMALE,College,prof-specialty,golf,other-relative,45500.0,-62500,2015-02-26,Parked Car,Not Specified,Trivial Damage,Police,WV,Columbus,7447 Lincoln Ridge,3,1,Not specified,2,0,NO,5000.0,500.0,500.0,4000,Dodge,RAM,2003,N,24.0,5000.0
3,29,276804,1992-11-27,IL,100/300,500,995.7,5000000,615446,FEMALE,JD,priv-house-serv,chess,unmarried,0.0,0,2015-02-02,Parked Car,Not Specified,Trivial Damage,Police,PA,Springfield,1821 Andromedia Ridge,3,1,Not specified,2,1,Not specified,5000.0,500.0,1000.0,3500,Mercedes,E400,2008,Y,0.0,5000.0
286,41,507545,1998-12-07,IL,250/500,1000,1298.85,6000000,435967,FEMALE,High School,sales,camping,other-relative,71300.0,-70300,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,6859 Flute Ridge,16,3,Not specified,1,3,YES,54450.0,6050.0,12100.0,36300,Saab,92x,2007,N,24.0,54450.0
239,38,485642,1990-08-25,OH,250/500,1000,1276.73,5000000,610246,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0.0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,4175 Elm Ridge,12,3,NO,1,3,Not specified,61920.0,6880.0,6880.0,48160,Saab,93,2003,N,20.0,61920.0
64,29,796375,2011-10-22,OH,250/500,2000,1202.28,0,479327,MALE,High School,exec-managerial,cross-fit,other-relative,0.0,-61400,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,5007 Oak St,4,1,Not specified,1,2,NO,43700.0,4370.0,4370.0,34960,Nissan,Pathfinder,2007,Y,5.0,43700.0
98,31,171183,1990-02-01,IN,100/300,500,671.92,0,468300,MALE,Masters,machine-op-inspct,bungie-jumping,wife,0.0,-26400,2015-01-24,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,5790 Flute Ridge,3,1,Not specified,2,0,Not specified,64080.0,7120.0,7120.0,49840,Ford,Escape,1997,N,8.0,64080.0
16,35,110084,1990-11-27,IL,250/500,1000,1358.03,0,612660,MALE,JD,sales,chess,own-child,59300.0,-31400,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8704 Britain Lane,0,1,NO,2,1,Not specified,55000.0,10000.0,10000.0,35000,Volkswagen,Jetta,2008,Y,1.0,55000.0
70,27,714784,2004-07-16,IN,250/500,1000,1008.79,4000000,466691,FEMALE,Masters,adm-clerical,video-games,own-child,46000.0,0,2015-01-13,Vehicle Theft,Not Specified,Trivial Damage,Police,WV,Columbus,7816 MLK Lane,19,1,NO,2,3,Not specified,4400.0,0.0,550.0,3850,Toyota,Camry,2000,N,6.0,4400.0
75,27,143924,1993-12-10,OH,100/300,1000,1141.1,0,468515,MALE,JD,armed-forces,movies,other-relative,0.0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,3618 Maple Lane,15,2,Not specified,0,1,YES,71640.0,5970.0,11940.0,53730,Toyota,Highlander,2008,N,6.0,71640.0
246,44,996850,1995-03-08,OH,100/300,1000,1397.0,0,614521,MALE,High School,machine-op-inspct,reading,not-in-family,0.0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,7705 Lincoln Drive,6,1,NO,1,0,NO,61740.0,6860.0,6860.0,48020,Accura,MDX,1997,N,20.0,61740.0
110,27,284834,2009-08-03,OH,500/1000,1000,1664.66,0,465921,FEMALE,Associate,priv-house-serv,golf,own-child,0.0,-66200,2015-02-05,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,8602 Washington Ridge,3,1,Not specified,0,3,Not specified,57500.0,5750.0,5750.0,46000,Audi,A3,2010,N,9.0,57500.0
236,39,830878,1996-11-03,IN,250/500,1000,1151.39,4000000,604555,FEMALE,Masters,exec-managerial,reading,wife,0.0,-63900,2015-01-01,Parked Car,Not Specified,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,17,1,YES,0,0,Not specified,8700.0,870.0,1740.0,6090,Accura,RSX,2003,N,20.0,8700.0
267,46,270208,2004-08-09,OH,100/300,2000,1546.01,0,616276,FEMALE,MD,adm-clerical,polo,wife,0.0,0,2015-01-06,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,9760 4th Hwy,4,4,NO,2,1,Not specified,77100.0,15420.0,7710.0,53970,Volkswagen,Jetta,1996,N,22.0,77100.0
463,57,407958,1991-07-20,IL,250/500,500,1063.67,0,463356,MALE,Masters,priv-house-serv,dancing,wife,0.0,0,2015-02-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2509 Rock Drive,14,1,NO,2,0,YES,59400.0,6600.0,6600.0,46200,Dodge,Neon,1995,N,39.0,59400.0
303,46,832300,2005-01-14,IN,100/300,1000,709.14,0,450184,MALE,Masters,machine-op-inspct,kayaking,husband,0.0,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,2063 Weaver St,3,3,NO,1,0,NO,54890.0,9980.0,4990.0,39920,Toyota,Corolla,2006,N,25.0,54890.0
137,30,927205,2011-12-16,IL,250/500,500,1039.55,0,466393,MALE,MD,exec-managerial,kayaking,unmarried,55600.0,-59700,2015-02-16,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,3818 Texas Ridge,4,3,Not specified,2,1,Not specified,74030.0,6730.0,13460.0,53840,Chevrolet,Tahoe,2005,N,11.0,74030.0
56,42,655356,1996-07-07,IL,250/500,500,1339.39,0,471786,FEMALE,Associate,adm-clerical,chess,not-in-family,0.0,0,2015-02-25,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3929 Elm Ave,13,1,Not specified,1,2,YES,61490.0,11180.0,11180.0,39130,BMW,X5,1998,N,5.0,61490.0
75,27,831053,1992-08-05,IN,250/500,1000,1202.75,0,602289,MALE,High School,handlers-cleaners,board-games,not-in-family,57900.0,-90100,2015-01-21,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,9911 Britain Lane,23,3,NO,0,2,YES,79560.0,6630.0,13260.0,59670,Volkswagen,Passat,2003,N,6.0,79560.0
131,33,432740,1990-10-09,IL,100/300,2000,1081.17,0,445120,MALE,MD,sales,yachting,wife,0.0,-65200,2015-01-28,Parked Car,Not Specified,Minor Damage,Police,NY,Northbend,3246 Britain Ridge,3,1,Not specified,0,1,NO,4900.0,490.0,490.0,3920,Toyota,Camry,2010,N,11.0,4900.0
153,34,893853,1994-02-27,IL,250/500,500,991.39,0,449260,MALE,High School,tech-support,paintball,other-relative,45600.0,-61400,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,2696 Cherokee Ridge,0,3,Not specified,1,0,NO,77770.0,14140.0,14140.0,49490,Nissan,Pathfinder,2000,N,13.0,77770.0
255,43,594988,2007-05-06,IN,500/1000,500,984.02,0,472724,FEMALE,JD,transport-moving,board-games,unmarried,75800.0,0,2015-02-10,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,5249 4th Ave,14,2,Not specified,2,2,Not specified,74700.0,7470.0,14940.0,52290,Nissan,Maxima,2007,Y,21.0,74700.0
103,26,979544,2014-04-21,IL,100/300,500,1354.83,0,475173,MALE,MD,tech-support,sleeping,husband,66300.0,0,2015-01-18,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,4721 Cherokee Hwy,14,2,NO,2,2,Not specified,40600.0,4060.0,4060.0,32480,Volkswagen,Passat,2010,N,9.0,40600.0
97,28,191891,2010-02-11,OH,100/300,1000,830.31,0,443854,MALE,JD,farming-fishing,video-games,husband,0.0,-32600,2015-01-13,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,8212 Flute Ridge,22,1,Not specified,1,0,Not specified,45270.0,10060.0,10060.0,25150,Jeep,Wrangler,2006,N,8.0,45270.0
214,36,831479,2000-06-04,IL,100/300,2000,987.42,7000000,461418,FEMALE,Associate,machine-op-inspct,kayaking,own-child,0.0,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,3592 MLK Ridge,17,3,NO,0,3,Not specified,47080.0,4280.0,8560.0,34240,Saab,93,2006,N,18.0,47080.0
438,57,714346,1991-10-05,OH,500/1000,500,1119.29,0,616164,FEMALE,MD,machine-op-inspct,chess,husband,0.0,0,2015-01-15,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,6494 4th Ave,14,1,Not specified,0,0,NO,40700.0,4070.0,4070.0,32560,Volkswagen,Passat,2000,Y,36.0,40700.0
87,27,326289,2004-01-03,OH,100/300,500,1048.39,0,620962,FEMALE,Masters,transport-moving,polo,own-child,0.0,0,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,6608 Apache Lane,2,1,Not specified,2,1,YES,34650.0,6300.0,3150.0,25200,Ford,F150,1996,N,7.0,34650.0
27,28,944537,1992-07-23,OH,500/1000,1000,1074.47,0,465201,MALE,MD,protective-serv,camping,wife,0.0,0,2015-02-13,Parked Car,Not Specified,Trivial Damage,Police,WV,Riverwood,1553 Lincoln St,4,1,Not specified,2,0,Not specified,3200.0,400.0,400.0,2400,Jeep,Grand Cherokee,2012,N,2.0,3200.0
206,42,779156,1993-10-10,IL,500/1000,1000,1230.76,0,470488,MALE,High School,machine-op-inspct,yachting,unmarried,0.0,-74200,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,7628 4th Lane,2,1,Not specified,1,1,NO,78980.0,7180.0,14360.0,57440,Saab,92x,1997,Y,17.0,78980.0
127,31,856153,2002-07-09,OH,500/1000,500,1255.02,0,462250,MALE,Associate,sales,reading,not-in-family,58200.0,0,2015-01-13,Parked Car,Not Specified,Minor Damage,None,SC,Riverwood,3028 5th St,10,1,YES,1,0,NO,6160.0,560.0,1120.0,4480,Nissan,Ultima,1996,N,11.0,6160.0
422,60,473338,2010-11-14,IN,100/300,1000,1555.52,0,436408,FEMALE,MD,machine-op-inspct,hiking,own-child,43600.0,-67800,2015-02-14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,8949 Rock Hwy,11,1,YES,1,1,NO,85250.0,15500.0,7750.0,62000,Mercedes,E400,1999,N,35.0,85250.0
303,50,521694,1997-03-03,IL,100/300,2000,836.11,5000000,464230,MALE,Masters,sales,camping,not-in-family,0.0,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,9751 Tree St,1,4,YES,1,2,NO,72840.0,12140.0,6070.0,54630,Dodge,Neon,2010,N,25.0,72840.0
228,40,136520,1997-03-01,IN,100/300,500,1450.98,0,478609,MALE,Associate,exec-managerial,base-jumping,husband,43700.0,0,2015-01-18,Parked Car,Not Specified,Trivial Damage,Police,WV,Northbend,4702 Texas Drive,20,1,Not specified,0,2,NO,6050.0,1100.0,1100.0,3850,Toyota,Camry,2010,N,19.0,6050.0
239,39,730819,1990-08-18,IN,250/500,2000,625.08,0,437156,FEMALE,JD,protective-serv,hiking,wife,44200.0,-37000,2015-01-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2757 4th Hwy,10,1,NO,2,3,YES,87890.0,15980.0,7990.0,63920,BMW,X6,2014,Y,20.0,87890.0
330,47,912665,2014-05-28,IL,100/300,2000,1133.27,0,432218,FEMALE,High School,craft-repair,chess,wife,0.0,-56400,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,6678 Weaver Drive,20,2,Not specified,0,2,YES,60500.0,11000.0,5500.0,44000,Ford,F150,1999,Y,28.0,60500.0
128,35,469966,2004-07-22,IN,500/1000,500,1366.6,0,620493,FEMALE,MD,machine-op-inspct,kayaking,other-relative,0.0,0,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,8667 Weaver Lane,10,3,Not specified,2,1,NO,88220.0,16040.0,16040.0,56140,Chevrolet,Malibu,2008,N,11.0,88220.0
147,37,952300,2009-08-02,OH,500/1000,1000,1439.9,6000000,475391,FEMALE,Associate,prof-specialty,video-games,husband,0.0,-48400,2015-01-29,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,4931 Maple Drive,2,2,NO,1,2,NO,53680.0,9760.0,4880.0,39040,Accura,MDX,2004,N,12.0,53680.0
287,45,322609,2007-07-05,OH,500/1000,1000,1230.69,0,440720,MALE,Masters,transport-moving,golf,not-in-family,0.0,-54600,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,3808 5th Ave,19,1,NO,0,2,NO,53800.0,5380.0,5380.0,43040,Accura,MDX,2006,N,24.0,53800.0
142,29,890280,2010-01-24,OH,100/300,2000,1307.68,0,606942,FEMALE,MD,craft-repair,dancing,husband,0.0,-48500,2015-01-29,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Columbus,1725 Solo Lane,10,1,YES,1,2,NO,54360.0,4530.0,9060.0,40770,Mercedes,E400,1995,Y,12.0,54360.0
162,35,431583,2000-05-15,IL,500/1000,2000,1124.69,0,446971,FEMALE,Masters,handlers-cleaners,bungie-jumping,husband,0.0,0,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Arlington,8097 Maple Lane,14,1,YES,0,3,YES,54340.0,9880.0,4940.0,39520,Toyota,Camry,2001,N,14.0,54340.0
140,35,155912,2008-03-21,OH,100/300,1000,1520.78,0,470538,FEMALE,High School,craft-repair,chess,wife,0.0,-42900,2015-01-21,Parked Car,Not Specified,Trivial Damage,None,SC,Columbus,3320 5th Hwy,5,1,Not specified,0,2,YES,2860.0,520.0,260.0,2080,Chevrolet,Tahoe,1997,Y,12.0,2860.0
106,28,110143,1990-05-07,OH,100/300,2000,1609.11,0,601177,MALE,High School,craft-repair,polo,own-child,0.0,0,2015-01-18,Vehicle Theft,Not Specified,Minor Damage,Police,WV,Hillsdale,9573 2nd Ave,8,1,YES,2,1,YES,5490.0,0.0,1220.0,4270,Saab,95,1999,N,9.0,5490.0
292,45,808544,1991-02-05,IL,500/1000,1000,1358.91,0,451470,MALE,Masters,craft-repair,dancing,unmarried,0.0,0,2015-01-09,Vehicle Theft,Not Specified,Trivial Damage,Police,WV,Northbend,8336 1st Ridge,4,1,NO,0,2,Not specified,7370.0,670.0,1340.0,5360,Suburu,Impreza,1997,N,24.0,7370.0
